subject_id,session_id,name,session_type,stage,image_set,session_number,session_date,session_time,age_days,genotype,sex,date_of_birth,rig,project_name,processed_stamp,_id,in_capsule
782149,multiplane-ophys_782149_2025-04-14_12-01-21,multiplane-ophys_782149_2025-04-14_12-01-21_processed_2026-08-19_00-34-31,TRAINING_5_images_A_handoff_lapsed,TRAINING_5,A,12,2025-04-14,12:01:21.281902,128,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,LearningmFISHTask1A,2026-08-19_00-34-31,6ea85635-32b9-41d0-86f2-8bec305874e2,True
782149,multiplane-ophys_782149_2025-04-15_09-36-40,multiplane-ophys_782149_2025-04-15_09-36-40_processed_2026-08-19_00-34-44,OPHYS_1_images_A,OPHYS_1,A,13,2025-04-15,09:36:40.772556,129,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,LearningmFISHTask1A,2026-08-19_00-34-44,fcd34826-455e-48b0-837a-bfba5b75936a,True
782149,multiplane-ophys_782149_2025-04-16_09-36-19,multiplane-ophys_782149_2025-04-16_09-36-19_processed_2026-08-19_00-34-50,OPHYS_1_images_A,OPHYS_1,A,14,2025-04-16,09:36:19.737038,130,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,LearningmFISHTask1A,2026-08-19_00-34-50,32fe3223-af3d-4aba-a57b-dbe16874e502,True
782149,multiplane-ophys_782149_2025-04-23_08-59-23,multiplane-ophys_782149_2025-04-23_08-59-23_processed_2026-08-19_00-34-19,TRAINING_4_images_A_training,TRAINING_4,A,15,2025-04-23,08:59:23.393550,137,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,LearningmFISHTask1A,2026-08-19_00-34-19,ed4eb8f2-a19a-49be-921a-2f69884af12e,True
782149,multiplane-ophys_782149_2025-04-25_09-14-05,multiplane-ophys_782149_2025-04-25_09-14-05_processed_2026-08-19_00-35-17,TRAINING_5_images_A_epilogue,TRAINING_5,A,16,2025-04-25,09:14:05.367975,139,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,LearningmFISHTask1A,2026-08-19_00-35-17,b95cc9f1-7cba-46bc-a3b8-dc8b92f75382,True
782149,multiplane-ophys_782149_2025-04-28_10-02-28,multiplane-ophys_782149_2025-04-28_10-02-28_processed_2026-08-19_00-34-43,OPHYS_4_images_B,OPHYS_4,B,17,2025-04-28,10:02:28.224191,142,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,LearningmFISHTask1A,2026-08-19_00-34-43,6603a3e2-5672-40fd-9f57-3fa4f2400f50,True
782149,multiplane-ophys_782149_2025-04-29_09-15-23,multiplane-ophys_782149_2025-04-29_09-15-23_processed_2026-08-19_00-34-55,OPHYS_4_images_B,OPHYS_4,B,18,2025-04-29,09:15:23.174165,143,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,LearningmFISHTask1A,2026-08-19_00-34-55,5f2b0506-730b-4ccd-bd47-ae2a1816612e,True
782149,multiplane-ophys_782149_2025-04-30_11-37-48,multiplane-ophys_782149_2025-04-30_11-37-48_processed_2026-08-19_00-34-45,OPHYS_6_images_B,OPHYS_6,B,19,2025-04-30,11:37:48.704574,144,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,LearningmFISHTask1A,2026-08-19_00-34-45,6a170111-6f66-4bb6-8a33-e31e8926171c,True
782149,multiplane-ophys_782149_2025-05-01_09-20-00,multiplane-ophys_782149_2025-05-01_09-20-00_processed_2026-08-19_00-35-10,OPHYS_6_images_B,OPHYS_6,B,20,2025-05-01,09:20:00.996768,145,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,LearningmFISHTask1A,2026-08-19_00-35-10,c5575d3b-f758-4b29-97d9-61d5c38541c2,True
782149,multiplane-ophys_782149_2025-05-02_10-55-09,multiplane-ophys_782149_2025-05-02_10-55-09_processed_2026-08-19_00-37-40,STAGE_0,STAGE_0,,21,2025-05-02,10:55:09.778837,146,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2024-12-07,MESO.1,U01BFCT,2026-08-19_00-37-40,75670e1c-9bdb-45ac-8a5a-c5e838a1b6a3,True
